"estimador_HT"
2019793.01333333
1942108.66666667
1883845.40666667
1747897.8
1806161.06
1883845.40666667
1611950.19333333
1845003.23333333
1476002.58666667
1650792.36666667
1806161.06
1806161.06
1514844.76
2078056.27333333
1670213.45333333
1786739.97333333
1689634.54
1573108.02
1767318.88666667
1728476.71333333
1495423.67333333
1825582.14666667
2019793.01333333
1689634.54
2000371.92666667
1650792.36666667
1806161.06
1650792.36666667
1534265.84666667
1456581.5
1592529.10666667
1728476.71333333
1495423.67333333
2116898.44666667
1456581.5
1709055.62666667
1689634.54
1534265.84666667
2039214.1
2019793.01333333
1301212.80666667
1631371.28
1806161.06
1670213.45333333
1883845.40666667
1514844.76
1747897.8
1592529.10666667
1611950.19333333
1883845.40666667
1573108.02
1980950.84
1611950.19333333
1980950.84
1786739.97333333
1825582.14666667
1864424.32
2116898.44666667
1922687.58
2039214.1
1437160.41333333
1709055.62666667
1650792.36666667
1378897.15333333
1495423.67333333
1709055.62666667
1611950.19333333
1670213.45333333
1650792.36666667
2000371.92666667
1417739.32666667
1573108.02
2000371.92666667
1476002.58666667
1845003.23333333
2039214.1
1553686.93333333
1573108.02
1514844.76
1631371.28
1689634.54
1553686.93333333
1514844.76
1631371.28
1689634.54
1709055.62666667
1709055.62666667
1650792.36666667
1709055.62666667
1689634.54
1378897.15333333
1476002.58666667
1514844.76
1534265.84666667
1825582.14666667
1825582.14666667
1806161.06
1650792.36666667
1922687.58
2078056.27333333
1670213.45333333
1514844.76
1883845.40666667
1437160.41333333
1359476.06666667
1883845.40666667
1709055.62666667
1437160.41333333
1825582.14666667
1864424.32
1573108.02
1961529.75333333
1592529.10666667
1806161.06
2078056.27333333
1747897.8
1806161.06
1553686.93333333
1864424.32
1942108.66666667
1670213.45333333
1845003.23333333
1631371.28
1709055.62666667
1437160.41333333
1709055.62666667
1514844.76
1942108.66666667
1670213.45333333
1650792.36666667
1553686.93333333
1670213.45333333
1495423.67333333
1806161.06
1573108.02
1747897.8
1961529.75333333
1631371.28
1573108.02
1437160.41333333
1922687.58
2252846.05333333
1534265.84666667
1845003.23333333
1670213.45333333
1883845.40666667
1592529.10666667
1786739.97333333
1534265.84666667
1417739.32666667
1942108.66666667
1631371.28
2058635.18666667
1806161.06
1786739.97333333
1242949.54666667
1942108.66666667
1456581.5
1670213.45333333
1961529.75333333
1631371.28
2019793.01333333
1670213.45333333
1650792.36666667
2078056.27333333
1242949.54666667
2019793.01333333
1689634.54
1942108.66666667
1806161.06
1456581.5
1611950.19333333
1534265.84666667
1495423.67333333
1476002.58666667
1709055.62666667
1437160.41333333
1786739.97333333
1378897.15333333
1903266.49333333
2019793.01333333
1806161.06
1709055.62666667
1611950.19333333
1883845.40666667
1631371.28
1942108.66666667
1514844.76
1922687.58
1747897.8
1786739.97333333
1573108.02
1573108.02
1806161.06
1747897.8
1573108.02
1961529.75333333
1592529.10666667
1495423.67333333
1709055.62666667
